artist,song,genre,subgenre,year,beats,tempo,mfcc,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20,beats_norm,zero_crossing_rate_norm,rolloff_norm,rmse_12_norm,spectral_bandwidth_norm,tempo_norm,spectral_centroid_norm,color
Dj Liberty,Seguro,Electronica,Remember,2004,710,139.67483108,2.484124183654785,0.0902076197138436,7603.388910353131,3664.00196035464,3468.833437253034,0.6037843,1.122e-05,1.219e-05,1.465e-05,3.659e-05,0.15462102,0.27712592,0.35927644,0.43511263,0.47417539,0.47090408,0.4840005,0.505701,0.52795291,0.53628719,0.53444618,0.50693136,0.48116729,0.47294086,0.44662192,0.42828798,0.3913963328631876,0.6119356767242999,0.7360926556276414,1.0,0.7406396457800467,0.7489480791625387,0.6359472957948961,#3e1a62
Jesus Elices,Maximizing the Audience,Electronica,Remember,2001,866,143.5546875,1.341450572013855,0.0676500305481702,6176.897974508217,2872.3204209310447,3140.206455554192,0.55484176,0.0,0.0,0.0,0.0,4.46e-06,0.00919894,0.01451118,0.0145528,0.01462578,0.03708115,0.06285941,0.082161,0.09357529,0.09501556,0.08824705,0.07798397,0.07297972,0.07404759,0.07091587,0.0706913,0.501410437235543,0.40602702503936006,0.552523245467985,0.16246952250440477,0.6062948456411006,0.7805937726574702,0.4331696296694738,#7c4397
Espada y Vidar,Sienteme,Electronica,Remember,2004,714,99.38401442,3.820247650146485,0.0442092380615626,6492.009886714565,2843.0894033887885,3564.006350917827,0.5810801,0.00016508,0.00310443,0.01020786,0.01181091,0.01481901,0.01554408,0.01276768,0.0150002,0.01454964,0.0136482,0.01337267,0.011481,0.01156786,0.01272288,0.01252184,0.01090491,0.00863386,0.00767827,0.00814396,0.00746351,0.3942172073342736,0.19205637685108973,0.5930737364696955,0.02270313881127386,0.7795469381722918,0.42031972371354115,0.4256825313597095,#53ce93
Fiocco,Afflitto,Electronica,Remember,1997,866,139.67483108,-0.5375840067863464,0.0904014832231136,7371.53764974523,3729.972456486174,3459.581275191248,0.5610283,1.122e-05,1.219e-05,1.342e-05,1.09e-05,9.95e-06,2.587e-05,5.027e-05,0.00042916,0.11121956,0.1841363,0.29910362,0.416529,0.49008882,0.5332306,0.52486247,0.4843809,0.42321101,0.38588339,0.35655424,0.32187688,0.501410437235543,0.6137052884284373,0.7062566446968349,0.8236665539518412,0.7368573030867652,0.7489480791625387,0.6528446750724631,#3f1c62
4 Non Blondes,What's Up,Rock,Rock Baladas,1993,639,135.99917763,3.8244221210479736,0.050281342544595,5474.412917318768,2530.7503483196097,3007.5152323174952,0.4776097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34132581100141046,0.24748334813815884,0.46212325458556175,0.0,0.5520498296847949,0.7189679484874228,0.3456814432039078,#8367bf
Aerosmith,Amazing,Rock,Rock Baladas,1993,949,139.67483108,7.163891792297363,0.0746398951757341,5932.321396707423,2920.493275165949,2982.9054574666766,0.48504698,0.0,0.0,0.0,2.7e-07,7.5e-07,1.136e-05,0.02251018,0.03371032,0.06687403,0.10397659,0.15519436,0.204921,0.25233695,0.27914196,0.29063424,0.27713665,0.23930641,0.19934595,0.15348397,0.13751744,0.5599435825105783,0.46983143207733047,0.5210496643903972,0.40522166260300063,0.5419891972111426,0.7489480791625387,0.445508402857827,#634087
Aerosmith,I Don't Want to Miss a Thing,Rock,Rock Baladas,1998,566,120.18531977,4.990909099578857,0.058566002566473,4784.067696689609,2373.205908274087,2737.7807096762144,0.40262324,7.7e-07,9.9e-07,1.19e-06,1.27e-06,1.27e-06,1.28e-06,1.28e-06,1.36e-06,1.49e-06,1.62e-06,1.79e-06,2e-06,2.07e-06,2.31e-06,8.357e-05,0.00279685,0.00448141,0.0080053,0.01208884,0.01714133,0.28984485190409026,0.3231068184586894,0.37328549069022204,3.9549061599640895e-06,0.4417806413561708,0.5899836654015114,0.3053287353629152,#6c89ac
Air Supply,Making Love Out Of Nothing At All,Rock,Rock Baladas,1983,675,139.67483108,-10.6455717086792,0.0627646494053518,4325.851912862364,2285.2244706372658,2444.7316259641366,0.3375652,0.0,0.0,6.7e-07,5.675e-05,0.00044845,0.00053108,0.00064465,0.00072447,0.00067316,0.00069607,0.00069915,0.000701,0.00067474,0.00068113,0.00066409,0.00063756,0.00067637,0.00070867,0.00148866,0.0084729,0.36671368124118475,0.36143262105865703,0.3143195351069215,0.0013861946090674136,0.3219803121845412,0.7489480791625387,0.28279357482431866,#886fa2
Alias,More Than Words Can Say,Rock,Rock Baladas,1990,231,68.90625,-11.51412582397461,0.0480597174657534,3326.2261100949563,1727.1962129677297,1905.334860010016,0.3677135,0.0,3.6e-07,3.125e-05,0.00026659,0.00037298,0.00046185,0.00053059,0.0005341,0.00053564,0.00053036,0.00053389,0.000533,0.0005308,0.00053498,0.00053093,0.00052797,0.0005309,0.00053191,0.00053104,0.00053212,0.0535966149506347,0.2272040611463627,0.18568169074116103,0.0010539824916304301,0.10147148377644595,0.17173062998464345,0.13986278499606233,#c3c5a0
Berlin,Take My Breath Away,Rock,Rock Baladas,1986,398,95.703125,2.2194223403930664,0.0757057011939824,6979.709487883316,3204.808152309913,3392.683204621713,0.4107767,1e-08,1.1e-07,4.24e-06,5.932e-05,0.00040049,0.00066467,0.00082497,0.00095114,0.0009853,0.00095145,0.00096473,0.004357,0.00768934,0.01106481,0.06172242,0.10297775,0.13086922,0.15373662,0.15759523,0.15234491,0.17136812411847674,0.4795602501067482,0.6558338465215833,0.00861576306948177,0.7095089463758074,0.3902968863287351,0.5183315070493998,#2d844b
Bon Jovi,I'll Be There For You,Rock,Rock Baladas,1988,795,148.02631579,5.5622148513793945,0.0717611296633707,5502.767848853403,2722.813195829365,2722.7046241185576,0.42615786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4513399153737659,0.4435536804605983,0.46577213725711364,0.0,0.43561744169845934,0.8170661992037609,0.39487553707628337,#874b8d
Boston,Amanda,Rock,Rock Baladas,1986,512,126.04801829,-5.342806339263916,0.0568909672501132,4255.648322974445,2021.0552628170008,2155.353163252056,0.4058462,0.0,1e-07,2.4e-07,3.39e-06,6.64e-06,9.05e-06,1.113e-05,1.2e-05,1.14e-05,9.63e-06,7.13e-06,4e-06,7.5e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.25176304654442877,0.30781687497301075,0.30528531605723475,7.909812319928179e-06,0.20368055622233353,0.6378022288567816,0.21513048966131695,#7a83b0
Bryan Adams,Heaven,Rock,Rock Baladas,1984,263,69.83741554,6.11000919342041,0.0560351815530583,5083.84549057931,2470.3780658565547,2916.4196128880444,0.44245857,7.7e-07,9.9e-07,1.19e-06,1.27e-06,1.27e-06,1.28e-06,1.28e-06,1.36e-06,1.49e-06,1.73e-06,3.33e-06,5e-06,6.7e-06,1.056e-05,1.948e-05,8.208e-05,0.00017582,0.0003949,0.00064122,0.00112766,0.076163610719323,0.30000515015979434,0.411862695368148,9.887265399910225e-06,0.5148093611069642,0.1793255964169018,0.33021796461195246,#acb268
Captain and Tennille,Do that to me one more time,Rock,Rock Baladas,1979,259,84.72079918,-10.350859642028809,0.0672643440175431,4967.3982051912935,2513.259437469389,2580.3652018542284,0.3422195,0.0,0.0,0.0,0.0,2.64e-05,0.0142167,0.02534943,0.03307458,0.04016557,0.0404353,0.04081888,0.038886,0.03594092,0.03765214,0.03378917,0.03456116,0.0337186,0.03359191,0.03447486,0.03338412,0.07334273624823695,0.40250642747411486,0.3968775601974782,0.07689524046818179,0.3774281806184957,0.3007205517588102,0.3412014017933201,#67985b
Crowded House,Weather With You,Rock,Rock Baladas,1992,298,93.96306818,0.4874691069126129,0.0447778685054134,4516.985622150585,1974.034138613244,2346.2258984565688,0.36638442,0.0,0.0,0.0,0.0,0.0,2e-08,5e-08,3e-07,1.06e-06,2.56e-06,9.9e-06,7e-05,0.00171373,0.02003737,0.04911107,0.06955411,0.07941669,0.08065998,0.0807569,0.07256132,0.1008462623413258,0.19724691060628818,0.33891576729740813,0.00013842171559874314,0.2817105442971519,0.37610427226558757,0.20308671530278705,#87cc99
Deep Purple,Child in Time,Rock,Rock Baladas,1968,340,93.96306818,-2.103812456130981,0.043099888678166,5561.682104565833,2411.435033901889,3220.410879819857,0.4333915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304654442877292,0.18193008923652876,0.4733535770681701,0.0,0.639082924369537,0.37610427226558757,0.31512056766768926,#6dd087
Europe,Carrie,Rock,Rock Baladas,1986,1313,127.84090909,2.895113468170166,0.040416790931788,3703.6925632938623,1829.13263004622,2142.6249039932886,0.47796878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28e-06,5.64e-06,1.493e-05,1.943e-05,2.576e-05,3.316e-05,3.877e-05,8.433e-05,0.8166431593794076,0.15743841881740836,0.23425633809967322,0.0,0.1984771628874464,0.6524257784382071,0.16597230974690283,#a4a8d6
Paul Young,Every time go you away,Rock,Rock Baladas,1985,593,135.99917763,0.2453868240118026,0.0658904127602491,6014.728096505934,2805.096630761882,3240.4421986822617,0.36859578,0.0,0.0,6.155e-05,0.00049915,0.00077872,0.00098317,0.00109022,0.00113008,0.00108138,0.00105295,0.00104083,0.00099,0.00101267,0.00098068,0.0010296,0.0010369,0.00099893,0.00103625,0.00102566,0.00104793,0.30888575458392104,0.3899650015877127,0.5316542528214176,0.0019576785491822245,0.6472718549168023,0.7189679484874228,0.4159512374248691,#62489b
Extreme,More Than Words,Rock,Rock Baladas,1990,334,81.52173913,2.174941301345825,0.0486509348663899,4689.559300554884,2242.06376108968,2574.396041899163,0.45432964,0.00069358,0.00100805,0.00109209,0.00111563,0.00088214,0.00049604,0.00026466,0.00013491,6.361e-05,3.794e-05,3.917e-05,4.5e-05,4.98e-05,5.399e-05,6.331e-05,8.63e-05,0.0001035,0.00011982,0.00013057,0.00012869,0.12623413258110014,0.23260077162475845,0.361123583384929,8.898538859919203e-05,0.3749879500658639,0.274627711494845,0.2717385893098796,#95c37d
F.R David,Words,Rock,Rock Baladas,1982,375,92.28515625,-5.680043697357178,0.0334251617652069,3277.9740881985927,1653.4850574284335,2303.548407055071,0.36236095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-07,6.1e-07,9.7e-05,0.00035063,0.00099752,0.00113055,0.00216715,0.00249365,0.0039447,0.00433022,0.00534137,0.15514809590973203,0.09361790483435577,0.17947233113294178,0.00019181294875825834,0.26426371438949675,0.36241853730525403,0.1209827488409323,#bde7c4
Firehouse,When I Look Into Your Eyes,Rock,Rock Baladas,1992,407,123.046875,0.8291967511177063,0.0356359028975232,4067.033261241129,1816.005194337751,2389.275468115485,0.35402963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1777150916784203,0.1137978417255017,0.2810131985417426,0.0,0.2993094821628042,0.6133236785165836,0.1626099087780575,#a2b6e1
Gary Moore,Empty Rooms,Rock,Rock Baladas,1984,565,147.65625,3.300745248794556,0.0734542820521359,6876.519619571827,3110.629144062125,3349.348067065271,0.44361782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28913963328631875,0.4590089989747907,0.6425547553024211,0.0,0.691793266537476,0.8140477914856474,0.49420892929623184,#7f3189
Guns N' Roses,Don't Cry,Rock,Rock Baladas,1991,407,97.50884434,2.16091251373291,0.0716004482456287,6057.257670582848,2783.864405043917,2995.2475432628657,0.37529892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1777150916784203,0.4420869592682278,0.5371272135192129,0.0,0.5470347203785199,0.4050250707215765,0.41051291284189123,#418e62
Heart,Alone,Rock,Rock Baladas,1987,493,126.04801829,-10.252886772155762,0.0547639642607168,5402.076757008566,2631.663836903737,2996.0792636167653,0.5278519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2383638928067701,0.28840131090453663,0.4528146035821166,0.0,0.5473747329488161,0.6378022288567816,0.3715289597578019,#6371b5
Iron Maiden,Wasting love,Rock,Rock Baladas,1986,306,87.59269068,-1.266622543334961,0.058354805518883,4693.3078980136825,2357.731811953488,2675.178923771739,0.33846825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10648801128349789,0.32117898392860256,0.36160597539117756,0.0,0.41618863314004356,0.32414487171333545,0.301365271544401,#71ad6e
Kansas,Dust in the Wind,Rock,Rock Baladas,1977,817,147.65625,1.9649419784545896,0.0617140624223589,6009.912212896384,2796.0622306388573,3123.536444429932,0.47503656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-07,5.7e-07,2e-06,5.75e-06,1.049e-05,1.414e-05,1.729e-05,1.916e-05,1.999e-05,2.039e-05,2.049e-05,0.46685472496473907,0.3518427243920839,0.5310345160313769,3.9549061599640895e-06,0.5994800390746239,0.8140477914856474,0.41363720775439833,#9b4da5
Phil Collins,Another Day In Paradise,Rock,Rock Baladas,1989,414,126.04801829,-1.3803340196609497,0.0261755705309393,2161.8482269853007,1185.376682955382,1756.994225461062,0.40535316,0.0,0.0,0.00021598,0.00191635,0.00248018,0.00325505,0.00379302,0.00368125,0.00376224,0.00374071,0.00370266,0.003663,0.00385678,0.00367144,0.0035457,0.00513572,0.00503361,0.00507806,0.00514231,0.00354646,0.18265162200282087,0.027442679044422037,0.035842560442875836,0.00724341063197423,0.04082888894767843,0.6378022288567816,0.0010836240760413295,#eff0f8
Richard Marx,Right Here Waiting,Rock,Rock Baladas,1989,465,101.33272059,-8.234686851501465,0.0529093070992133,4141.3102103423125,1995.8767680444769,2267.6572433261395,0.44000632,0.0,4e-08,1e-07,9.5e-07,9.49e-06,0.00033949,0.00060331,0.00083992,0.00099272,0.00113403,0.00122188,0.001311,0.00140581,0.00145208,0.00144342,0.00142597,0.00140934,0.00140186,0.00143373,0.00142799,0.21861777150916784,0.2714717555048782,0.2905716018882645,0.0025924409878564612,0.2495911783944571,0.4362141670876858,0.20868138588375404,#83b9a5
Roxette,It Must Have Been Love,Rock,Rock Baladas,1987,350,89.28571429,3.1961655616760254,0.044345721757906,5636.626933382048,2593.843996087625,3542.687837936692,0.41629344,1.78e-06,1.792e-05,0.00060484,0.00156549,0.00242616,0.00283995,0.00324212,0.00359756,0.00415882,0.00556648,0.00636249,0.006811,0.00804108,0.00730629,0.00763147,0.00785897,0.00677287,0.00740265,0.0074436,0.00700998,0.1375176304654443,0.19330221804824266,0.482997927182572,0.013468432927757708,0.7708317944829195,0.3379538637073593,0.36184195978113226,#6acd6d
Scorpions,Send Me An Angel,Rock,Rock Baladas,1990,683,161.49902344,-7.688262462615967,0.0723349520278244,6020.02423653389,2854.67596199378,3029.9954130133574,0.43246397,0.0,1.1e-07,3.3e-07,4.862e-05,8.891e-05,0.00014574,0.0001515,0.00024124,0.00030215,0.00029578,0.00032947,0.00031,0.00027482,0.00030396,0.00031353,0.00030794,0.0003002,0.00027606,0.00024584,0.00030486,0.3723554301833568,0.4487916067524348,0.5323357918881058,0.0006130104547944339,0.5612398705239876,0.9269551050511369,0.42865025915851135,#8c4162
Scorpions,Still Loving You,Rock,Rock Baladas,1984,480,107.66601562,2.2782819271087646,0.0719790255940562,4594.75631420771,2457.281268095676,2497.113881187242,0.38633248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.000302,0.00151781,0.01128878,0.04653594,0.06075014,0.06922776,0.07611112,0.06776131,0.06427595,0.22919605077574048,0.4455426632798865,0.34892376644405443,0.0005971908301545776,0.3433945112633752,0.48787110787013677,0.32686341110600453,#5c8d89
Scorpions,Wind Of Change,Rock,Rock Baladas,1991,480,107.66601562,-5.858412265777588,0.0709953571230486,6100.379636653044,2919.559887506576,3269.75450920328,0.3931199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,3.504e-05,6.851e-05,9.977e-05,0.000154,0.00016678,0.00019614,0.00022401,0.00034061,0.00212937,0.00685243,0.00999526,0.01296325,0.22919605077574048,0.4365636076244895,0.5426764067720548,0.0003045277743172349,0.6592549138798844,0.48787110787013677,0.44526932923828083,#418f8a
Steelheart,She's Gone,Rock,Rock Baladas,1990,348,75.99954044,1.6274629831314087,0.0702753963178394,4783.45004389099,2476.009218326518,2646.329329092181,0.44123417,0.0,0.0,0.0,0.0,2.771e-05,0.0024432,0.00600554,0.00870193,0.01684819,0.02594508,0.03321791,0.03924,0.04119994,0.0434399,0.04098957,0.04189744,0.03914746,0.03888882,0.03679748,0.03694758,0.13610719322990128,0.4299917103540037,0.3732060074232227,0.07759525885849544,0.4043947353557569,0.2295864037131896,0.3316603020905892,#7c915b
Tears For Fears,Sowing The Seeds Of Love,Rock,Rock Baladas,1989,609,135.99917763,-5.318056583404541,0.0723193894877866,6751.760528959995,3156.353233217721,3524.891508075443,0.41408435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32016925246826516,0.44864954983259103,0.6265000071787646,0.0,0.763556541653536,0.7189679484874228,0.5059204870665862,#50348c
The Cars,Drive ,Rock,Rock Baladas,1984,453,85.22727273,6.428802967071533,0.0821020591061892,7469.569551003668,3476.5162147416413,3556.466162266704,0.4707463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21015514809590974,0.5379470494993455,0.7188719777765241,0.0,0.7764644610971945,0.3048515568764144,0.5879255597381624,#2f7521
Toto,I Won't Hold You Back,Rock,Rock Baladas,1982,312,83.35433468,0.3597606718540191,0.0339363440591646,3753.681527353459,1747.4379317460566,2302.4358900864777,0.46014094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11071932299012693,0.09828404429371859,0.24068921784417519,0.0,0.2638089103772875,0.2895751092326909,0.14504740568991445,#bde5ae
Sheriff,When I'm with you,Rock,Rock Baladas,1982,519,96.98275862,-1.8461865186691284,0.0646969738662809,6294.137750408831,2957.463647956129,3308.1356163290384,0.45958412,3.64e-06,5.042e-05,0.00012164,0.00020391,0.00034427,0.00043463,0.00056834,0.00070822,0.00089106,0.00109116,0.00119967,0.001359,0.00147425,0.00161488,0.00173589,0.00194278,0.0023109,0.00240532,0.0025802,0.00263796,0.2566995768688293,0.3790711338201719,0.5676103630714199,0.002687358735695599,0.6749453545712296,0.4007341007358418,0.4549778240036551,#449e68
Whitney Houston,I Will Always Love You,Rock,Rock Baladas,1992,221,69.83741554,-0.913447380065918,0.0456037661820192,2993.119716956968,1545.1244431016437,1657.1208062657097,0.37893626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465444287729196,0.20478581362338943,0.14281556199668857,0.0,0.0,0.1793255964169018,0.09322775977158815,#c8caad
Williams Brothers,Can't Cry Hard Enough,Rock,Rock Baladas,1992,278,67.11647727,-8.629186630249023,0.0454898161141707,4180.678000390542,2117.252755676812,2665.9622058827526,0.30963096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08674188998589563,0.20374566236175565,0.2956376852518873,0.0,0.41242078025002243,0.15713251265555772,0.23977007277377888,#cbc78f
Eric Clapton,Wonderful tonight,Rock,Rock Baladas,1977,503,170.45454545,-5.995521545410156,0.0432442801339285,4858.398008241758,2268.3374014583774,2799.344539173081,0.44843537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2454160789844852,0.1832481135055462,0.3828507610370187,0.0,0.46694832639161366,1.0,0.27846819864049766,#d08080
Albertucho y Kutxi Romero,Mi estrella,Rock,Rock en Español,2004,335,95.33898305,-2.001058578491211,0.0375130015441317,4502.035072995317,1989.3340870473908,2570.248891570823,0.43202022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12693935119887165,0.13093224596365266,0.3369918409540767,0.0,0.37329256863635746,0.387326795868958,0.20700557368310804,#92ddab
El Último Ke Zierre,Tus Bragas,Rock,Rock en Español,2003,349,132.51201923,6.473160266876221,0.0560452213423962,5205.065273706409,2443.2769479692943,2750.971409330995,0.41098234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1368124118476728,0.3000967946822026,0.42746198417480497,0.0,0.4471730832660026,0.6905252604214879,0.3232764089978481,#7166b2
Eskorbuto,Historia Triste,Rock,Rock en Español,1986,399,86.1328125,6.246602535247803,0.0489170636947195,5521.940365305555,2478.5500367828386,3047.666255987612,0.46495655,0.00015002,0.00015977,0.00020191,0.00020921,0.00016514,0.00017163,0.00012574,0.000154,0.00015231,0.00017118,0.00018589,0.000164,0.00016864,0.00013664,0.00015538,0.0001524,0.00015916,0.00017195,0.00013688,0.00016317,0.17207334273624825,0.23503003070086706,0.4682393716768776,0.0003243023051170554,0.5684638235158892,0.3122375090629881,0.332311095636939,#73c367
Eskorbuto,"Mucha policía, poca diversión",Rock,Rock en Español,1983,291,95.703125,6.715822696685791,0.0651243206120399,5301.494454472699,2577.359392606386,2702.828837667972,0.43241513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09590973201692525,0.3829720113286198,0.4398710695679498,0.0,0.42749209379030945,0.3902968863287351,0.3576196693089275,#589d6f
Héroes del Silencio,La chispa adecuada,Rock,Rock en Español,2003,488,161.49902344,-2.618206739425659,0.0681235604991638,5319.09857734389,2675.440714967216,2845.7305967712405,0.42886436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23483779971791255,0.41034946894173857,0.44213647369400444,0.0,0.4859112417464131,0.9269551050511369,0.38274176784024455,#965371
Mago de Oz,La Costa Del Silencio,Rock,Rock en Español,2003,256,107.66601562,5.357852935791016,0.076233227651751,5129.436480007693,2644.612421885839,2296.64585817613,0.52919155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07122708039492243,0.48437558125093616,0.41772961735668934,0.0,0.26144190850856497,0.48787110787013677,0.37484555072468123,#4c837f
Lobo,Hombre en París,Rock,Rock en Español,1984,519,112.34714674,3.312952995300293,0.0460772144515114,5513.214088000786,2451.947265197489,3104.2266873833373,0.41117293,1e-08,7e-08,7.3e-06,1.07e-05,1.336e-05,1.551e-05,1.582e-05,1.587e-05,1.588e-05,1.587e-05,1.589e-05,1.6e-05,1.797e-05,5.413e-05,0.00036533,0.000536,0.00086178,0.00113524,0.00245655,0.03213442,0.2566995768688293,0.20910751192624072,0.4671164219703818,3.1639249279712716e-05,0.5915860875866913,0.5260523250588659,0.32549718415117607,#6bbac9
Loquillo,La mataré,Rock,Rock en Español,1987,602,132.51201923,5.599533557891846,0.0737027376526784,6558.369446999132,3083.6228074876285,3246.7343039660345,0.45016155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-08,3e-07,4.79e-06,2.063e-05,0.00050933,0.01207268,0.02786858,0.04263948,0.3152327221438646,0.4612769344946524,0.601613282732341,0.0,0.6498441075736955,0.6905252604214879,0.4872916505313876,#423689
