artist,song,genre,subgenre,year,beats,tempo,mfcc,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20,beats_norm,zero_crossing_rate_norm,rolloff_norm,rmse_12_norm,spectral_bandwidth_norm,tempo_norm,spectral_centroid_norm,color
Los Enemigos,John Wayne,Rock,Rock en Español,1988,550,147.65625,3.8310818672180176,0.0483604004027743,4533.601336036639,2214.246622114098,2613.460820878679,0.482467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,8.891e-05,0.00029,0.02163875,0.08840737,0.13938805,0.18241182,0.21886884,0.2291448,0.22788195,0.22308122,0.27856135401974613,0.22994873468802185,0.34105397702647156,0.0005734613931947931,0.39095788015908023,0.8140477914856474,0.2646136353493996,#bc81c4
Los Rodríguez,Sin documentos,Rock,Rock en Español,1993,420,97.50884434,11.038334846496582,0.043907612484201,4519.15077433797,2060.870976791939,2543.320379103706,0.5010489,0.0,0.0,0.0,0.0,5.799e-05,0.05074983,0.06368615,0.0801079,0.0924404,0.0915878,0.09251604,0.089862,0.083053,0.07734744,0.08015668,0.07232425,0.06783774,0.05893356,0.04111845,0.04285733,0.18688293370944992,0.18930309876396464,0.33919439206813523,0.17769788867334652,0.3622840214783237,0.4050250707215765,0.22532870340371855,#88cea6
Mago de Oz,La posada de los muertos,Rock,Rock en Español,2005,893,151.99908088,-2.899125814437866,0.0720021104327255,4944.379380489364,2525.172370436744,2611.0741272071305,0.47829273,0.0,0.0,0.00029651,0.00164811,0.03608641,0.04469421,0.05547359,0.06451757,0.06659377,0.06987804,0.06722197,0.068346,0.06393907,0.06206755,0.06532726,0.06378613,0.0616594,0.06175349,0.05998237,0.05788296,0.5204513399153737,0.4457533847346417,0.3939153597607829,0.13515100820445286,0.3899821846071218,0.8494696937551143,0.34425272561929643,#8d5587
Rosendo,Maneras de vivir,Rock,Rock en Español,2004,452,95.703125,0.8860619068145752,0.0821181907135586,6330.331176211604,2975.4542887880057,2939.1518945124544,0.45398042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-07,0.00050426,0.00096096,0.00125695,0.00150147,0.00163179,0.00163185,0.20944992947813823,0.5380943009409134,0.5722679502031158,0.0,0.524102462409073,0.3902968863287351,0.4595858639519464,#327549
Rosendo,Masculino singular,Rock,Rock en Español,2002,759,147.65625,3.312762260437012,0.0474316560121861,5704.383658729759,2589.2674604512163,3270.064849763197,0.49913883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42595204513399154,0.2214710332891074,0.4917172690261723,0.0,0.6593817830744998,0.8140477914856474,0.3606697470048101,#bb64c6
Parálisis Permanente,Autosuficiencia,Rock,Rock en Español,1984,533,123.046875,10.237005233764648,0.0503493579022734,5581.385487302485,2570.4499567255816,3051.172007168489,0.48510757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,5.32e-06,4.993e-05,6.601e-05,8.127e-05,9.129e-05,0.26657263751763044,0.2481042013016139,0.4758891265457242,0.0,0.5698969968947062,0.6133236785165836,0.35584991820020156,#6481bf
Piperrak,Kualkier dia,Rock,Rock en Español,1994,490,123.046875,7.854129314422607,0.0759772108363781,6478.151593452231,3136.626840056017,3317.0878123325583,0.49290752,0.0,4.826e-05,0.0448071,0.12020537,0.13982539,0.15998052,0.18406919,0.15742122,0.15763542,0.26132172,0.3005825,0.312566,0.3280046,0.26740983,0.24243757,0.23989102,0.22728638,0.23802498,0.21655844,0.20581879,0.23624823695345556,0.4820386259639622,0.5912903681663565,0.6180845993976679,0.6786050692321509,0.6133236785165836,0.5008678595046057,#354e84
Platero y Tu,El roce de tu cuerpo,Rock,Rock en Español,1996,450,139.67483108,-8.600160598754883,0.0745124249478217,5680.225789242092,2898.821309076351,3067.5977593167336,0.4369015,0.0,0.0,0.0,0.0,0.0,1.2e-07,2.06e-06,2.03e-05,4.188e-05,5.048e-05,6.082e-05,6.8e-05,6.215e-05,6.185e-05,5.943e-05,5.967e-05,6.014e-05,6.228e-05,6.729e-05,6.244e-05,0.20803949224259521,0.468667867009865,0.48860848947410435,0.00013446680943877905,0.5766119488383359,0.7489480791625387,0.43995744519977986,#654587
Porretas,Marihuana,Rock,Rock en Español,1997,191,95.703125,-2.82792592048645,0.0698302413231475,7719.113143047795,3716.7228107909073,3798.3373142106434,0.5467991,0.0,1.42e-06,0.00024165,0.000342,0.00037568,0.00037652,0.00028963,0.00016049,4.487e-05,4.299e-05,4.264e-05,4.3e-05,4.426e-05,4.451e-05,4.453e-05,4.477e-05,4.493e-05,4.514e-05,4.604e-05,4.649e-05,0.02538787023977433,0.42592827679846623,0.7509847440406363,8.503048243922793e-05,0.8753429262777049,0.3902968863287351,0.6494509718000196,#24924a
Seguridad Social,Acción,Rock,Rock en Español,1990,386,93.96306818,6.755361557006836,0.0608436535627101,4929.387683032938,2544.2664354961044,2790.509266368788,0.49152708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16290550070521861,0.34389751742033703,0.3919861382072382,0.0,0.46333641067815107,0.37610427226558757,0.34914339157116775,#65a776
Soda Stereo,De Música Ligera,Rock,Rock en Español,1990,342,86.1328125,5.4275336265563965,0.0776249471586343,5674.783001612796,2835.535179266952,2733.875286815423,0.49281618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1318758815232722,0.4970793806277795,0.487908078914438,0.0,0.4401840796527501,0.3122375090629881,0.42374762715829334,#498041
Triana,Quiero contarte,Rock,Rock en Español,1979,320,89.10290948,5.362654685974121,0.081767664323414,5869.062189484076,3002.508276996619,2986.746947105375,0.45184058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11636107193229901,0.53489464977941,0.5129090901565488,0.0,0.5435596226067655,0.3364628330195125,0.4665153479870566,#39763a
Reincidentes,Vicio,Rock,Rock en Español,1994,287,103.359375,7.41405725479126,0.0692046118390134,5458.417373144103,2782.4441679751344,2958.482364601678,0.55621856,0.0,2e-06,0.000373,0.000853,0.002329,0.006057,0.009888,0.011053,0.01577,0.026717,0.036311,0.048378,0.05653,0.060987,0.061626,0.058362,0.055913,0.052699,0.052933,0.052752,0.0930888575458392,0.4202174482792364,0.4600648520149301,0.09566522510337136,0.5320048815205642,0.4527443881413327,0.41014913985513923,#4f9380
Dj Napo,El ritmo ms,Electronica,Techno,1999,918,143.5546875,1.3505985736846924,0.0732296285132752,6491.287354882934,3195.2629952504885,3304.6450009302253,0.5886106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5380818053596615,0.4569583318160214,0.5929807567396311,0.0,0.6735183687963816,0.7805937726574702,0.5158866544477844,#70388a
Abel The Kid y Raul Ortiz,Electrication,Electronica,Techno,2002,918,139.67483108,0.3316147923469543,0.0669773579854619,7425.992813108222,3544.000786119461,3680.9235105418056,0.6799916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000261,0.000298,0.000304,0.000347,0.000304,0.000385,0.5380818053596615,0.39988678108884534,0.7132642617573468,0.0,0.8273434166029366,0.7489480791625387,0.6052107472814162,#612b99
Abel the Kid y Raul Ortiz,Baila,Electronica,Techno,2004,961,139.67483108,5.47695779800415,0.0263010576835632,5245.070596038419,2266.3186736286,3048.29224553578,0.6775567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004922,0.031408,0.046066,0.112812,0.116601,0.144684,0.162619,0.179323,0.5684062059238364,0.028588142338872344,0.43261010901682106,0.0,0.5687197320243839,0.7489480791625387,0.27795113098452745,#c18cf7
Alex Trackone y Dj Napo,La nube,Electronica,Techno,2000,1111,139.67483108,4.739414215087891,0.041777207971008,5284.012634002705,2370.754805404596,2871.841016318141,0.6231673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.000138,0.003364,0.014328,0.038531,0.052192,0.053312,0.055055,0.060161,0.6741889985895627,0.16985648513724708,0.437621404048489,1.7797077719838404e-05,0.49658534731570864,0.7489480791625387,0.30470092115409764,#a477d3
Alex Trackone,Genetiko,Electronica,Techno,2006,865,139.67483108,6.518306255340576,0.1165835569881208,8934.48524959634,4454.064875530782,3817.410617274592,0.701299,0.0,0.0,0.0,0.0,0.0,0.000103,0.137479,0.193366,0.274702,0.304478,0.281043,0.269073,0.197353,0.155422,0.143015,0.098545,0.081968,0.075137,0.069169,0.069072,0.5007052186177715,0.8526987139968087,0.9073861168902085,0.5320792325900088,0.8831402138737183,0.7489480791625387,0.8383103749546156,#140325
Alex Trackone ala Lawrence Lock,Technobase,Electronica,Techno,2004,1019,139.67483108,4.382026672363281,0.0844967630933616,8562.778671292874,3962.8271937909913,3903.017463711481,0.6683287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,4.4e-05,0.000198,0.048391,0.107925,0.123362,0.13812,0.153913,0.14539,0.187647,0.245883,0.248164,0.249019,0.609308885754584,0.5598062236141738,0.8595526847827578,0.21341662365706218,0.918136837144381,0.7489480791625387,0.7124870158693666,#3f0f70
Ben Sims,Remanipulator,Electronica,Techno,1998,640,135.99917763,6.911355972290039,0.0810462532891501,6067.773654599277,3059.114215324661,2943.9187821613177,0.68922716,0.0,9e-06,0.005251,0.005456,0.013243,0.021924,0.032789,0.035879,0.034283,0.031829,0.028238,0.032357,0.032761,0.031286,0.027603,0.020439,0.020746,0.021777,0.018557,0.031789,0.34203102961918197,0.5283095146266712,0.5384804734205811,0.06398444930897902,0.5260511963966499,0.7189679484874228,0.4810141325252904,#4b3778
Cisco Ferreira aka The Advent,Kurva,Electronica,Techno,2005,800,139.67483108,8.645256042480469,0.0602463421689878,8029.235487342105,3470.926014628333,3907.2390878384767,0.5890338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45486600846262343,0.33844518016859865,0.7908931475144497,0.0,0.9198626639364207,0.7489480791625387,0.5864937116076933,#6523a8
Danili Di Corto,Time of passion,Electronica,Techno,2007,954,143.5546875,5.153558731079102,0.055063832003451,7533.821512709798,3244.270764274474,3841.6335653635033,0.6586342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634696755994358,0.2911385432451347,0.7271403056120663,0.0,0.8930427091069402,0.7805937726574702,0.5284392788678673,#8b31b4
David Marshall,Embola,Electronica,Techno,2005,829,143.5546875,0.8435987830162048,0.0695694331385739,8115.878565352178,3688.422144413276,3792.56211396676,0.6707811,0.0,0.0,7e-06,3.1e-05,0.00119,0.001747,0.001856,0.00265,0.003037,0.00286,0.003681,0.003621,0.003136,0.020673,0.046654,0.061544,0.073641,0.082508,0.0807,0.079023,0.47531734837799716,0.4235475852609296,0.8020428985048446,0.007160357602614985,0.8729819876885604,0.7805937726574702,0.642202169356011,#6d1d92
Digital Express,The Club,Electronica,Techno,2004,1051,135.99917763,5.984379291534424,0.050445739036189,5314.82473605712,2563.089640494559,2901.194865094596,0.55842334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6318758815232722,0.24898398101506958,0.44158649016139717,0.0,0.5085853873817906,0.7189679484874228,0.3539646806735586,#856abf
Digital Express y Michel de Hey,The club remix,Electronica,Techno,2002,863,132.51201923,6.99404239654541,0.0595256387577158,6251.34952521506,3023.4291019622387,3034.9189956376867,0.6097839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.00051,0.020902,0.020938,0.021025,0.162472,0.203012,0.4992947813822285,0.3318665042919417,0.5621041175964376,0.0,0.5632526624140926,0.6905252604214879,0.4718739118144203,#584aaa
Dj Gilbert,Dulux,Electronica,Techno,2000,897,139.67483108,2.166711568832397,0.0979396888716166,7856.524786256401,3869.440316431382,3583.633043138326,0.5953344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-05,0.044383,0.089182,0.107548,0.120817,0.122013,0.105338,0.103135,0.097084,0.098112,0.099921,0.098594,0.104407,0.5232722143864598,0.6825150246909033,0.7686676985263811,0.2389099487641907,0.7875704547749786,0.7489480791625387,0.6885673308764463,#311250
Filterheadz,Yimanya,Electronica,Techno,2005,1156,135.99917763,5.688680171966553,0.0859602532605345,7114.6528447813935,3332.8839682676835,3360.210701083696,0.51142603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,9e-06,2.2e-05,5.3e-05,0.000568,0.009611,0.091396,0.091416,0.091414,0.09091,0.001924,0.7059238363892807,0.5731651550524368,0.6731991671193422,4.350396775960498e-05,0.6962339804090022,0.7189679484874228,0.5511362571335494,#3a236c
Jeff Mills,The Bells,Electronica,Techno,1996,647,135.99917763,7.858260631561279,0.0436008440046565,5547.166114492594,2433.991377138705,2995.4392734168105,0.58939886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3469675599435825,0.18650287558681017,0.4714855723941344,0.0,0.5471131008848287,0.7189679484874228,0.3208980456182497,#8c6dcf
Jeff Mills & Dj Rolando,Jaguar remix,Electronica,Techno,2002,825,132.51201923,-0.4403943419456482,0.1327206248871399,9654.17413825494,5085.331097845319,3978.969982087119,0.5666208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47249647390691113,1.0,1.0,0.0,0.9491867097034627,0.6905252604214879,1.0,#000000
Julio Posadas,Indhu,Electronica,Techno,2022,993,135.99917763,3.0426154136657715,0.0613273789745012,5947.249296870968,2730.804171522007,2983.2379441815497,0.6083168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.001912,0.002662,0.006076,0.007897,0.008042,0.5909732016925247,0.34831302683475696,0.5229706761256179,0.0,0.5421251198947505,0.7189679484874228,0.3969223088150795,#6a4fa6
Lithium,Deep jungle,Electronica,Techno,2002,390,68.90625,8.578567504882812,0.0477387435295779,6481.230261731308,2876.1548015566823,3384.7501525997,0.6517071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16572637517630465,0.22427416868584754,0.5916865496673155,0.0,0.7062658642561358,0.17173062998464345,0.43415175027679453,#c2c550
Mackenzie Feat. Jessy,Arpegia (Without You),Electronica,Techno,1998,1573,139.67483108,-2.438395738601685,0.0417740733375869,4633.48279859941,2165.450709929293,2790.973275815192,0.4525923,0.0,0.0,0.0,0.0,2e-06,0.001109,0.005925,0.014113,0.019081,0.022066,0.022977,0.020768,0.018528,0.017966,0.019866,0.021353,0.022375,0.022611,0.023244,0.023565,1.0,0.16982787178958278,0.3539073227490448,0.04106774556506711,0.4635261006908747,0.7489480791625387,0.252115274965122,#ad88d3
Mauro Picotto,Bangkok,Electronica,Techno,2005,857,135.99917763,9.53321647644043,0.0644147337080058,6954.807152609224,3110.294405188597,3551.414886011514,0.66572106,0.001247,0.001974,0.21587,0.290598,0.337811,0.394066,0.367226,0.366071,0.351857,0.321442,0.335346,0.327583,0.320982,0.306961,0.297741,0.290393,0.298477,0.308051,0.292523,0.271785,0.49506346967559944,0.37649480839749744,0.6526292646465816,0.6477800122997582,0.7743994672386806,0.7189679484874228,0.4941231908216618,#57379e
Max Walder & Manu Kenton,Bongo Spirit,Electronica,Techno,2007,904,139.67483108,3.799596071243286,0.1127100302117303,8486.909550828612,4172.346583694956,3732.1441675186297,0.5865232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8e-05,0.000194,0.000307,0.000434,0.000489,0.000456,0.000423,0.000307,0.000287,0.000301,0.000257,0.000247,0.5282087447108603,0.817340650245661,0.8497893912748973,0.0008582146367122074,0.8482827469310927,0.7489480791625387,0.7661523481741735,#1a062e
Mojado,Fuerte,Electronica,Techno,2007,766,139.67483108,1.6935884952545166,0.0709274202808302,7124.803827996826,3340.728621879559,3429.269308905987,0.60368013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-06,4.6e-05,0.4308885754583921,0.435943471160518,0.6745054565282502,0.0,0.7244655784895935,0.7489480791625387,0.5531455506079641,#5e2e8f
Plastikman,Spastik,Electronica,Techno,1993,1015,126.04801829,-8.499324798583984,0.0980936354087231,6775.803144287825,3513.461695596024,3129.780453837664,0.5982527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6064880112834978,0.6839202690037752,0.6295939551342146,0.0,0.6020326298315088,0.6378022288567816,0.59738860517811,#1d2650
Randy Katana,Fancy Fair,Electronica,Techno,2009,890,139.67483108,3.237711191177368,0.0704633465756827,6971.886566374375,3183.7818680355,3461.2433758231523,0.49485675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,2e-06,4e-06,5e-06,7e-06,7e-06,8e-06,7e-06,7e-06,7e-06,7e-06,7e-06,0.5183356840620592,0.43170734511852205,0.6548271460575029,9.887265399910225e-06,0.7375367803958093,0.7489480791625387,0.5129459313600141,#603290
Randy Katana,One solid wave original mix,Electronica,Techno,2003,567,139.67483108,-13.800622940063477,0.0564701800851178,5003.616121769876,2345.690952855883,2320.904787058724,0.317317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29055007052186177,0.3039758741836897,0.40153829894910875,0.0,0.2713591129190771,0.7489480791625387,0.29828118130814885,#8d6ab1
Substate,Horizon,Electronica,Techno,2005,824,132.51201923,3.550985336303711,0.0755257908121554,6039.142368633502,2980.257596885252,2899.4217674331426,0.59805083,0.0,0.0,0.0,0.0,0.000282,0.050707,0.101162,0.128633,0.141235,0.142912,0.122705,0.107326,0.101955,0.09669,0.092522,0.082253,0.074561,0.065669,0.057006,0.054219,0.4717912552891396,0.477918004391834,0.5347960278031706,0.21223212926215296,0.5078605337811417,0.6905252604214879,0.46081616118276236,#483d85
Surgeon,La Real,Electronica,Techno,2000,937,135.99917763,7.124649524688721,0.0353160140234343,5189.124572444781,2337.3401231116154,2850.3662841426662,0.6209538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000487,0.004191,0.083659,0.110654,0.125852,0.137889,0.124724,0.118694,0.120126,0.123716,0.5514809590973202,0.11087785385494986,0.4254106391191876,0.008287505858204751,0.4878063402261586,0.7189679484874228,0.2961422382086467,#a082e2
Taksi,Schneesturm,Electronica,Techno,2001,1287,139.67483108,4.160575866699219,0.0468527546012157,5336.346511600541,2504.4787635404264,2844.1019973807543,0.60442924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.000642,0.001073,0.00112,0.001493,0.7983074753173484,0.21618674479019206,0.44435604133261036,0.0,0.48524545995792384,0.7489480791625387,0.33895236038252785,#9a6fc7
Tekken,Tribal Pursuit,Electronica,Techno,2001,754,143.5546875,-0.4059242904186249,0.0464724608126408,4164.023455243137,2066.3590187094883,2411.348460129799,0.46581665,0.0,0.0,1e-06,2e-06,0.000496,0.000805,0.001338,0.001384,0.001467,0.09933,0.159192,0.217105,0.297032,0.366301,0.429762,0.467238,0.473622,0.466912,0.430205,0.407393,0.422425952045134,0.21271537288628423,0.2934944784831911,0.42931495092950184,0.3083330616793184,0.7805937726574702,0.22673438520406639,#b68dc8
The Advent,Inn Balance (Cozmic Spore Remix),Electronica,Techno,2003,416,135.99917763,7.218976020812988,0.0576332089945568,5744.514485826817,2782.3648235704754,3224.794823820278,0.44402307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18406205923836388,0.3145921555980889,0.4968815445741713,0.0,0.6408751085581639,0.7189679484874228,0.4101288169444793,#7357ae
The Roc Project feat. Tina Arena,Never Filterheadz remix,Electronica,Techno,2004,538,92.28515625,10.477449417114258,0.0316816221227355,4474.110755204006,2082.919303081432,2705.70807056496,0.65737313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27009873060648804,0.07770264481681612,0.33339837224197044,0.0,0.42866914251010635,0.36241853730525403,0.23097606023132675,#9cebaa
Thomas Krome,Bitches From Hell,Electronica,Techno,2003,794,135.99917763,7.212381839752197,0.0565517009599611,8656.72683554911,3818.840916402317,4002.316824435683,0.7162761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1e-06,0.001241,0.011599,0.028222,0.039811,0.041952,0.041133,0.037003,0.030373,0.4506346967559944,0.30472000749066136,0.8716424980894825,1.9774530799820448e-06,0.9587310473381236,0.7189679484874228,0.675607033415537,#4716b1
Tim Xavier,Theater Of Sound,Electronica,Techno,2003,752,139.67483108,7.67203426361084,0.0708700498298983,7946.175643308925,3435.342711864189,3681.075389186671,0.5680416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,0.163197,0.234181,0.234579,0.23458,0.168506,0.013663,0.000321,3.4e-05,7e-06,1.6e-05,0.421015514809591,0.43541978611105703,0.7802045085655502,0.46308193972327527,0.8274055055588841,0.7489480791625387,0.5773795681949253,#571f8f
Titanium,Dukun (Marco Bailey Remix),Electronica,Techno,2003,643,139.67483108,-5.148223400115967,0.0393733334595067,6004.217913115411,2710.627155229316,3212.625158316402,0.6187691,0.0,0.0,0.0,6e-06,0.001405,0.007166,0.009755,0.010092,0.0119,0.011591,0.00968,0.009527,0.007534,0.004597,0.004321,0.003913,0.002949,0.001552,0.001334,0.001281,0.3441466854724965,0.14791360126576267,0.5303017393793849,0.018839195492988944,0.6359000719028527,0.7489480791625387,0.39175426071813213,#9e66d9
Oscar Mulero,Anaconda,Electronica,Techno,2005,946,139.67483108,3.087594747543335,0.1092428832844103,8918.494381017017,4265.162438486075,3892.3090794677705,0.68617684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.020305,0.051187,0.063352,0.068378,0.5578279266572638,0.7856920754021919,0.905328316003231,0.0,0.9137591815617646,0.7489480791625387,0.7899257740742929,#1d0536
Tom Hafman vs submission,El vacio mix,Electronica,Techno,2003,955,135.99917763,5.747701168060303,0.0867009304834825,7736.011952457265,3562.252429267729,3544.8667998546634,0.6149333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.007187,0.008954,0.015554,0.018085,0.016891,0.017285,0.012988,0.009424,0.5641748942172073,0.579926154518774,0.7531593841997477,1.5819624639856358e-05,0.7717225679728714,0.7189679484874228,0.6098856391618743,#331a6b
Tomaz vs Filterheadz,Lazy people,Electronica,Techno,2002,1026,135.99917763,8.47317886352539,0.0541797692390329,6651.333572322696,3005.8538122272025,3388.2813768656424,0.632944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.7e-05,2.7e-05,3.3e-05,3.6e-05,3.4e-05,3e-05,3.4e-05,3.6e-05,3.7e-05,3.6e-05,3e-05,0.6142454160789845,0.2830687016282299,0.6135764640066386,6.525595163940749e-05,0.7077094511941329,0.7189679484874228,0.4673722579845943,#6946b6
Tomaz vs Filterheadz,Sunshine,Electronica,Techno,2002,643,135.99917763,6.071622371673584,0.0515375253175572,5425.724988980714,2511.115149746705,2864.8260871228654,0.54455453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.3e-05,4.7e-05,0.001859,0.002044,0.002469,0.002832,0.002341,0.002412,0.002254,0.3441466854724965,0.25894995031584656,0.45585779992172376,2.5706890039766583e-05,0.4937175996467366,0.7189679484874228,0.3406521738042175,#8166bc
