beats,tempo,mfcc,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20,file
287,[103.359375],7.41405725479126,0.06920461183901344,5458.417373144103,2782.4441679751344,2958.482364601678,0.55621856,1.5607411e-13,1.5306626e-06,0.00037338035,0.0008532306,0.002329161,0.0060573677,0.009888488,0.0110532725,0.01576962,0.026716858,0.036311273,0.04837784,0.05652967,0.06098696,0.061625592,0.05836233,0.05591308,0.052699067,0.052933306,0.052752424,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Reincidentes_Vicio_Rock_Rock_en Español_1994.mp3
918,[143.5546875],1.3505985736846924,0.07322962851327526,6491.287354882934,3195.2629952504885,3304.6450009302253,0.5886106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Dj-Napo_El-ritmo-ms_Electronica_Techno_1999.mp3
918,[139.67483108],0.33161479234695435,0.06697735798546195,7425.992813108222,3544.000786119461,3680.9235105418056,0.6799916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.983403e-13,3.892706e-11,2.295975e-07,0.0002611956,0.00029823623,0.00030401972,0.0003469481,0.00030371366,0.00038519272,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Abel-The-Kid-y-Raul-Ortiz_Electrication_Electronica_Techno_2002.mp3
961,[139.67483108],5.47695779800415,0.026301057683563254,5245.070596038419,2266.3186736286,3048.2922455357793,0.6775567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627102e-07,0.0049218605,0.03140798,0.04606642,0.11281212,0.11660073,0.14468424,0.16261885,0.1793233,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Abel-the-Kid-y-Raul-Ortiz_Baila_Electronica_Techno_2004.mp3
1111,[139.67483108],4.739414215087891,0.04177720797100802,5284.012634002705,2370.7548054045956,2871.841016318141,0.6231673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5840465e-15,8.246377e-09,5.340487e-08,8.904083e-06,0.00013779369,0.003364188,0.014327727,0.03853085,0.052192412,0.05331214,0.05505497,0.060160965,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Alex-Trackone-y-Dj-Napo_La-nube_Electronica_Techno_2000.mp3
865,[139.67483108],6.518306255340576,0.11658355698812087,8934.48524959634,4454.064875530782,3817.4106172745924,0.701299,0.0,0.0,4.2621355e-19,9.508387e-15,1.2894196e-08,0.00010292503,0.13747922,0.1933664,0.27470216,0.30447832,0.28104305,0.26907316,0.19735292,0.1554225,0.14301515,0.09854513,0.08196819,0.07513717,0.06916903,0.069071785,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Alex-Trackone_Genetiko_Electronica_Techno_2006.mp3
1019,[139.67483108],4.382026672363281,0.08449676309336164,8562.778671292874,3962.8271937909913,3903.0174637114806,0.6683287,0.0,0.0,1.135351e-13,6.6808486e-12,1.1615424e-09,8.884165e-08,3.4831336e-07,4.4172984e-06,4.4124172e-05,0.00019838985,0.048390757,0.10792454,0.12336244,0.13812022,0.15391295,0.14538997,0.18764658,0.24588291,0.248164,0.24901912,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Alex-Trackone-ala-Lawrence-Lock_Technobase_Electronica_Techno_2004.mp3
640,[135.99917763],6.911355972290039,0.0810462532891501,6067.773654599277,3059.1142153246615,2943.9187821613177,0.68922716,8.950138e-09,9.174609e-06,0.005251372,0.005455645,0.01324252,0.021923544,0.03278872,0.035879303,0.034283087,0.031829286,0.02823752,0.032357108,0.032760527,0.031285882,0.027603148,0.02043854,0.020746185,0.02177743,0.018557344,0.03178857,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Ben-Sims_Remanipulator_Electronica_Techno_1998.mp3
800,[139.67483108],8.645256042480469,0.060246342168987825,8029.235487342105,3470.926014628333,3907.2390878384767,0.5890338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Cisco-Ferreira-aka-The-Advent_Kurva_Electronica_Techno_2005.mp3
954,[143.5546875],5.153558731079102,0.05506383200345109,7533.821512709798,3244.270764274474,3841.6335653635033,0.6586342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.159909e-14,1.4848418e-10,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Danili-Di-Corto_Time-of-passion_Electronica_Techno_2007.mp3
829,[143.5546875],0.8435987830162048,0.06956943313857393,8115.878565352178,3688.422144413276,3792.5621139667596,0.6707811,4.3248477e-08,2.0375093e-07,6.7072465e-06,3.1379444e-05,0.0011897855,0.0017473878,0.0018562484,0.0026499422,0.0030372872,0.0028601282,0.0036812953,0.0036211286,0.003136093,0.020672701,0.046653565,0.06154381,0.07364142,0.08250778,0.08070028,0.07902294,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/David-Marshall_Embola_Electronica_Techno_2005.mp3
1051,[135.99917763],5.984379291534424,0.05044573903618902,5314.82473605712,2563.089640494559,2901.194865094596,0.55842334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Digital-Express_The-Club_Electronica_Techno_2004.mp3
863,[132.51201923],6.99404239654541,0.05952563875771582,6251.34952521506,3023.4291019622387,3034.9189956376867,0.6097839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3137237e-16,1.2182927e-10,7.2458334e-10,1.07219975e-07,3.449219e-07,3.2010923e-06,0.00050999614,0.020901747,0.020937836,0.021025365,0.1624719,0.20301154,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Digital-Express-y-Michel-de-Hey_The-club-remix_Electronica_Techno_2002.mp3
897,[139.67483108],2.1667115688323975,0.09793968887161668,7856.524786256401,3869.440316431382,3583.633043138326,0.5953344,0.0,0.0,0.0,0.0,5.3429118e-17,7.274695e-14,6.4416356e-10,3.2492404e-05,0.044382922,0.08918207,0.107548095,0.12081732,0.122013144,0.105338424,0.103135444,0.09708427,0.09811154,0.0999211,0.09859356,0.10440703,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Dj Gilbert_Dulux_Electronica_Techno_2000.mp3
1156,[135.99917763],5.688680171966553,0.08596025326053458,7114.6528447813935,3332.8839682676835,3360.210701083696,0.51142603,0.0,0.0,6.8087617e-15,7.030261e-13,1.1865946e-10,1.2523689e-08,3.90508e-08,1.3896597e-07,5.0116324e-07,1.2285885e-06,9.155712e-06,2.2420387e-05,5.2841573e-05,0.00056842674,0.009610725,0.09139589,0.09141568,0.09141432,0.09090953,0.0019240361,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Filterheadz_Yimanya_Electronica_Techno_2005.mp3
647,[135.99917763],7.858260631561279,0.04360084400465658,5547.166114492594,2433.9913771387055,2995.4392734168105,0.58939886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Jeff Mills_The Bells_Electronica_Techno_1996.mp3
825,[132.51201923],-0.4403943419456482,0.13272062488713998,9654.174138254939,5085.331097845319,3978.969982087119,0.5666208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Jeff Mills & Dj Rolando_Jaguar remix_Electronica_Techno_2002.mp3
993,[135.99917763],3.0426154136657715,0.06132737897450125,5947.249296870968,2730.804171522007,2983.2379441815497,0.6083168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3682938e-10,2.2300806e-06,0.0019116346,0.0026623216,0.006076141,0.007896763,0.008041694,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Julio Posadas_Indhu_Electronica_Techno_2022.mp3
390,[68.90625],8.578567504882812,0.04773874352957794,6481.230261731308,2876.1548015566823,3384.7501525997,0.6517071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3167244e-14,1.0237009e-10,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Lithium_Deep jungle_Electronica_Techno_2002.mp3
1573,[139.67483108],-2.4383957386016846,0.04177407333758691,4633.48279859941,2165.450709929293,2790.973275815192,0.4525923,0.0,0.0,1.5596214e-11,4.7064985e-10,2.1595893e-06,0.0011091603,0.0059251753,0.01411325,0.019080956,0.022065548,0.022976741,0.02076818,0.018527653,0.017966405,0.019866088,0.021353135,0.022374505,0.022611158,0.023244219,0.02356493,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Mackenzie Feat. Jessy_Arpegia (Without You)_Electronica_Techno_1998.mp3
857,[135.99917763],9.53321647644043,0.06441473370800585,6954.8071526092235,3110.2944051885975,3551.414886011514,0.66572106,0.001246928,0.001974351,0.21586983,0.29059768,0.33781058,0.39406562,0.36722624,0.36607084,0.35185713,0.32144248,0.33534598,0.32758337,0.32098165,0.30696124,0.29774064,0.2903934,0.29847705,0.3080505,0.29252315,0.27178514,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Mauro Picotto_Bangkok_Electronica_Techno_2005.mp3
904,[139.67483108],3.799596071243286,0.11271003021173036,8486.909550828612,4172.346583694956,3732.1441675186297,0.5865232,0.0,0.0,0.0,1.199532e-13,2.9759115e-11,2.1203335e-09,7.354447e-08,3.0865093e-07,2.837519e-05,0.00019363845,0.00030691316,0.00043376425,0.0004886753,0.00045611287,0.0004234435,0.0003067201,0.00028661723,0.0003006083,0.00025718575,0.00024670898,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Max Walder & Manu Kenton_Bongo Spirit_Electronica_Techno_2007.mp3
766,[139.67483108],1.6935884952545166,0.07092742028083023,7124.803827996826,3340.728621879559,3429.269308905987,0.60368013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37668e-15,2.6035722e-13,7.6814943e-13,7.3070554e-09,2.1222187e-08,1.8214392e-07,6.9886337e-06,4.5642497e-05,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Mojado_Fuerte_Electronica_Techno_2007.mp3
1015,[126.04801829],-8.499324798583984,0.09809363540872316,6775.803144287825,3513.461695596024,3129.780453837664,0.5982527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Plastikman_Spastik_Electronica_Techno_1993.mp3
890,[139.67483108],3.237711191177368,0.07046334657568276,6971.886566374375,3183.7818680355,3461.2433758231523,0.49485675,0.0,0.0,3.7440186e-15,4.758508e-13,6.988917e-11,1.1632468e-08,4.6117982e-08,1.8253344e-07,9.624989e-07,2.332589e-06,3.6818058e-06,5.397571e-06,6.645185e-06,7.2552e-06,7.5641847e-06,7.3868027e-06,7.274924e-06,7.1621125e-06,7.075003e-06,7.0672986e-06,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Randy Katana_Fancy Fair_Electronica_Techno_2009.mp3
567,[139.67483108],-13.800622940063477,0.056470180085117894,5003.616121769876,2345.690952855883,2320.9047870587233,0.317317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Substate_Horizon_Electronica_Techno_2005.mp3
824,[132.51201923],3.550985336303711,0.07552579081215548,6039.142368633502,2980.2575968852516,2899.4217674331426,0.59805083,3.135674e-10,1.8504243e-08,4.4588134e-08,2.788364e-07,0.00028247954,0.050707147,0.10116167,0.12863258,0.14123505,0.14291246,0.12270483,0.107326016,0.101955205,0.096689545,0.09252225,0.08225305,0.07456069,0.065668635,0.05700561,0.054218512,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Surgeon_La Real_Electronica_Techno_2000.mp3
937,[135.99917763],7.124649524688721,0.03531601402343436,5189.124572444781,2337.3401231116154,2850.3662841426662,0.6209538,0.0,0.0,0.0,0.0,2.2650655e-14,3.975151e-11,1.3929409e-09,9.145958e-08,2.9600156e-07,4.4523512e-07,0.0004867005,0.0041906545,0.08365913,0.11065368,0.1258522,0.13788909,0.124724254,0.11869428,0.120126046,0.12371644,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Taksi_Schneesturm_Electronica_Techno_2001.mp3
1287,[139.67483108],4.160575866699219,0.04685275460121574,5336.346511600541,2504.4787635404264,2844.1019973807543,0.60442924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2243416e-14,3.0739468e-13,5.8709196e-12,5.887753e-09,2.032053e-08,6.5138573e-07,0.000642157,0.0010733146,0.0011195993,0.0014933412,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Tekken_Tribal Pursuit_Electronica_Techno_2001.mp3
754,[143.5546875],-0.4059242904186249,0.04647246081264089,4164.023455243137,2066.3590187094883,2411.348460129799,0.46581665,7.123345e-08,1.9186982e-07,1.0664004e-06,2.2328222e-06,0.0004961156,0.0008045674,0.0013384514,0.0013838565,0.0014671098,0.0993302,0.15919177,0.21710506,0.29703242,0.3663007,0.42976174,0.46723843,0.47362235,0.466912,0.43020496,0.40739277,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/The Advent_Inn Balance (Cozmic Spore Remix)_Electronica_Techno_2003.mp3
416,[135.99917763],7.218976020812988,0.057633208994556887,5744.514485826817,2782.3648235704754,3224.794823820278,0.44402307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/The Roc Project feat. Tina Arena_Never Filterheadz remix_Electronica_Techno_2004.mp3
538,[92.28515625],10.477449417114258,0.031681622122735585,4474.110755204006,2082.9193030814313,2705.70807056496,0.65737313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Thomas Krome_Bitches From Hell_Electronica_Techno_2003.mp3
794,[135.99917763],7.212381839752197,0.05655170095996117,8656.72683554911,3818.840916402317,4002.316824435683,0.7162761,0.0,0.0,9.014182e-15,7.4974716e-13,1.4074386e-10,1.5721364e-08,5.8487416e-08,2.9574844e-07,4.767167e-07,5.257178e-07,5.93088e-07,7.4418966e-07,0.001241153,0.011598865,0.028222278,0.039811365,0.041951895,0.0411329,0.037003253,0.030372512,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Tim Xavier_Theater Of Sound_Electronica_Techno_2003.mp3
752,[139.67483108],7.67203426361084,0.07087004982989839,7946.175643308925,3435.342711864189,3681.0753891866707,0.5680416,0.0,0.0,0.0,0.0,0.0,0.0,2.5111437e-22,3.9137403e-15,1.877599e-09,6.571457e-05,0.16319747,0.23418143,0.23457946,0.23457967,0.16850582,0.013663237,0.00032086877,3.4379394e-05,6.8234e-06,1.5849415e-05,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Titanium_Dukun (Marco Bailey Remix)_Electronica_Techno_2003.mp3
643,[139.67483108],-5.148223400115967,0.03937333345950675,6004.217913115411,2710.627155229316,3212.625158316402,0.6187691,2.2410443e-10,2.0143764e-08,7.328312e-08,6.159604e-06,0.0014046942,0.0071660825,0.009754896,0.010092376,0.0119001875,0.011591012,0.009680216,0.009527188,0.007534362,0.0045965915,0.0043207323,0.0039134184,0.0029486644,0.001552399,0.0013337919,0.0012810545,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Oscar Mulero_Anaconda_Electronica_Techno_2005.mp3
946,[139.67483108],3.087594747543335,0.10924288328441033,8918.494381017017,4265.162438486075,3892.3090794677705,0.68617684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.363442e-19,9.793133e-17,1.4123678e-09,2.6334452e-05,0.02030498,0.05118677,0.06335152,0.068378314,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Tom Hafman vs submission_El vacio mix_Electronica_Techno_2003.mp3
955,[135.99917763],5.747701168060303,0.08670093048348257,7736.011952457265,3562.2524292677294,3544.8667998546634,0.6149333,0.0,0.0,0.0,0.0,0.0,0.0,1.6950756e-17,4.889756e-11,6.3666056e-10,5.5906963e-08,1.7771075e-07,8.047066e-06,0.007186924,0.008954306,0.01555435,0.018084599,0.016890826,0.017285215,0.012987717,0.009423984,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Tomaz vs Filterheadz_Lazy people_Electronica_Techno_2002.mp3
1026,[135.99917763],8.47317886352539,0.054179769239032956,6651.333572322696,3005.8538122272025,3388.2813768656424,0.632944,0.0,0.0,0.0,0.0,1.3602431e-14,1.8255777e-11,1.5370357e-09,1.0462395e-07,5.5834977e-07,1.653813e-05,2.7001108e-05,3.25798e-05,3.55968e-05,3.44509e-05,3.0205481e-05,3.3883363e-05,3.5894558e-05,3.6547623e-05,3.631282e-05,3.000388e-05,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Tomaz vs Filterheadz_Sunshine_Electronica_Techno_2002.mp3
643,[135.99917763],6.071622371673584,0.0515375253175572,5425.724988980714,2511.115149746705,2864.8260871228654,0.54455453,0.0,0.0,0.0,0.0,0.0,0.0,3.824197e-17,8.946143e-11,8.7301755e-10,1.07074726e-07,6.2836745e-07,1.2503976e-05,4.735062e-05,0.0018588203,0.0020441632,0.0024689494,0.002831928,0.0023407154,0.002411575,0.0022539466,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Umek_Soludeks_Electronica_Techno_2000.mp3
